Source_Ja	Target_En	Translation_En_Ours	Human_Score_A	Human_Score_B	
わかりました。	Okay.	I realized.			
ちょっと携帯の充電が切れそうなのでどうなったかメール送っておいてくれる？	My battery on my phone is running low so can you send me an email on what you find out?	If the battery is over, can you send me an email?			
はい、それでは失礼します。	Okay, I'll get back to you on this.	Yes, I apologize.			
緑川さんお疲れ様！	Midorikawa-san, how are you!	Congratulations Mr. Green!			
明日営業部は新入社員歓迎会なんでしょ、たくさん楽しんでおいでね。	So tomorrow is the sales department's new employee welcoming party, go have lots of fun.	The sales department is a new employee welcome party tomorrow, you have a lot of fun.			
私楽しみな反面ちょっと憂鬱なんですよね。	I look forward to it but I'm also a bit depressed.	I am a little depressed, right?			
なんでどうしたの、何か心配事でもあるの？	What's wrong, are you worried about something?	Why is there anything to worry about?			
なんか学生時代のサークルの飲み会とは違うんで粗相をしたらどうしようって。	It will be different from a drinking party from a club in my university days so I'm worried I will get out of line.	What if you make a move from a drinking party during the student's time, what do you do?			
そんなこと心配してたの？	You were worried about something like that?	Have you been worried about that?			
歓迎への感謝の気持ちを表して普通にいつもどおり楽しく過ごせばいいと思うわよ。	I think you can just express your gratitude to the party and just enjoy it normally as usual.	I think you should make your gratefulness as usual.			
いつもどおりってそんなことだけでいいんですか？	Normally as usual, that's all?	Is that just the best way to do it?			
歓迎会ってみんなで仲良くするものでしょ、それにお互い知り合うものでもある。	You're supposed to have fun with everyone at welcoming parties, it's also to learn more about each other.	They are all good friends, and they are also well, they are also well know each other.			
あんまりよそよそしかったりギクシャクしててもおかしな印象を持たれるだけよ。	They will have a weird impression of you if you are too uptight and awkward about it.	It’s too hard to get a strange impression.			
そんなものなんですねー、普通が1番ってことですね。	So just like that, being normal is the best, right?	That’s right, it’s usually the best.			
なにか飲み会で新入社員がやらないといけないことってありますか？	Is there anything that a new employee must do at drinking parties?	Do you have something new employees need to do at a drinking party?			
そうねー、気遣いができればいいんじゃないかしら？	Well, it would be good if you are attentive.	Yes, I think you should be able to take care of it.			
例えば取り皿が足りない人はいないかとか、お酒がまだ来てない人がいないかとか。	Like making sure everyone has an extra plate or making sure everyone has got their alcohol.	For example, there is no one who has enough a prize, or hasn't there yet been no one here.			
グラスのお酒が減ってきたら足してあげるとか。	Pouring some alcohol in their glass if it's getting less.	If the glasses are reduced, I will give you a little bit.			
あれってどれぐらいになったら注げばいいんですか？	When should I be pouring it?	How long should I make it?			
3分の1とかですか？	Like one third?	Like a third?			
